key,year,state,state_po,special,candidate,party,writein,candidatevotes,totalvotes,Winner,Percent,Incumbent,Incumbent?
Indiana|2016,2016,Indiana,IN,FALSE,NA,NA,TRUE,127,2732546,,4.64768E-05,Dan Coats,
Iowa|2016,2016,Iowa,IA,FALSE,Chuck Grassley,republican,FALSE,926007,1541036,W,0.600899006,Chuck Grassley,Incumbent
Iowa|2016,2016,Iowa,IA,FALSE,Patty Judge,democrat,FALSE,549460,1541036,,0.356552345,Chuck Grassley,
Iowa|2016,2016,Iowa,IA,FALSE,Charles Aldrich,libertarian,FALSE,41794,1541036,,0.027120716,Chuck Grassley,
Iowa|2016,2016,Iowa,IA,FALSE,Jim Hennager,new independent party iowa,FALSE,17649,1541036,,0.011452685,Chuck Grassley,
Iowa|2016,2016,Iowa,IA,FALSE,Michael Luick-Thrams,nominated by petition,FALSE,4441,1541036,,0.002881828,Chuck Grassley,
Iowa|2016,2016,Iowa,IA,FALSE,NA,NA,TRUE,1685,1541036,,0.00109342,Chuck Grassley,
Kansas|2016,2016,Kansas,KS,FALSE,Jerry Moran,republican,FALSE,732376,1177922,W,0.621752544,Jerry Moran,Incumbent
Kansas|2016,2016,Kansas,KS,FALSE,Patrick Wiesner,democrat,FALSE,379740,1177922,,0.322381278,Jerry Moran,
Kansas|2016,2016,Kansas,KS,FALSE,Robert D. Garrard,libertarian,FALSE,65760,1177922,,0.055827126,Jerry Moran,
Kansas|2016,2016,Kansas,KS,FALSE,NA,NA,TRUE,46,1177922,,3.90518E-05,Jerry Moran,
Kentucky|2016,2016,Kentucky,KY,FALSE,Rand Paul,republican,FALSE,1090177,1903465,W,0.572732885,Rand Paul,Incumbent
Kentucky|2016,2016,Kentucky,KY,FALSE,Jim Gray,democrat,FALSE,813246,1903465,,0.42724505,Rand Paul,
Kentucky|2016,2016,Kentucky,KY,FALSE,NA,NA,TRUE,36,1903465,,1.89129E-05,Rand Paul,
Kentucky|2016,2016,Kentucky,KY,FALSE,NA,NA,TRUE,6,1903465,,3.15215E-06,Rand Paul,
Louisiana|2016,2016,Louisiana,LA,FALSE,John Kennedy,republican,FALSE,536191,1997218,W,0.26846894,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Foster Campbell,democrat,FALSE,347816,1997218,,0.174150243,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,"Charles W. Boustany, Jr.",republican,FALSE,298008,1997218,,0.149211553,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Caroline Fayard,democrat,FALSE,240917,1997218,,0.120626291,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,John Fleming,republican,FALSE,204026,1997218,,0.102155098,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,"\Rob\"" Maness""",republican,FALSE,90856,1997218,,0.045491278,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,David Duke,republican,FALSE,58606,1997218,,0.029343817,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Derrick Edwards,democrat,FALSE,51774,1997218,,0.025923059,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Gary Landrieu,democrat,FALSE,45587,1997218,,0.02282525,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,"Donald \Crawdaddy\"" Crawford""",republican,FALSE,25523,1997218,,0.012779276,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,"\Joseph\"" Cao""",republican,FALSE,21019,1997218,,0.010524139,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Beryl Billiot,none,FALSE,19352,1997218,,0.009689478,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Thomas P. Clements,libertarian,FALSE,11370,1997218,,0.005692919,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Troy Hebert,none,FALSE,9503,1997218,,0.004758119,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Joshua Pellerin,democrat,FALSE,7395,1997218,,0.00370265,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Peter Williams,democrat,FALSE,6855,1997218,,0.003432274,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,"M. V. \Vinny\""Mendoza""",democrat,FALSE,4927,1997218,,0.002466932,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Kaitlin Marone,none,FALSE,4108,1997218,,0.002056861,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,LeRoy Gillam,libertarian,FALSE,4067,1997218,,0.002036333,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Charles Marsala,republican,FALSE,3684,1997218,,0.001844566,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Abhay Patel,republican,FALSE,1576,1997218,,0.000789098,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,Arden Wells,none,FALSE,1483,1997218,,0.000742533,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,"William Robert Lang, Jr.",other,FALSE,1424,1997218,,0.000712992,David Vitter,
Louisiana|2016,2016,Louisiana,LA,FALSE,"Gregory Taylor, Jr.",other,FALSE,1151,1997218,,0.000576302,David Vitter,
Maryland|2016,2016,Maryland,MD,FALSE,Chris Van Hollen,democrat,FALSE,1659907,2726170,W,0.608878757,Barbara Mikulski,
Maryland|2016,2016,Maryland,MD,FALSE,Kathy Szeliga,republican,FALSE,972557,2726170,,0.356748479,Barbara Mikulski,
Maryland|2016,2016,Maryland,MD,FALSE,Margaret Flowers,green,FALSE,89970,2726170,,0.033002344,Barbara Mikulski,
Maryland|2016,2016,Maryland,MD,FALSE,NA,NA,TRUE,3231,2726170,,0.001185179,Barbara Mikulski,
Maryland|2016,2016,Maryland,MD,FALSE,NA,NA,TRUE,242,2726170,,8.87692E-05,Barbara Mikulski,
Maryland|2016,2016,Maryland,MD,FALSE,NA,NA,TRUE,138,2726170,,5.06205E-05,Barbara Mikulski,
Maryland|2016,2016,Maryland,MD,FALSE,NA,NA,TRUE,77,2726170,,2.82448E-05,Barbara Mikulski,
Maryland|2016,2016,Maryland,MD,FALSE,NA,NA,TRUE,26,2726170,,9.53719E-06,Barbara Mikulski,
Maryland|2016,2016,Maryland,MD,FALSE,NA,NA,TRUE,15,2726170,,5.50222E-06,Barbara Mikulski,
Maryland|2016,2016,Maryland,MD,FALSE,NA,NA,TRUE,7,2726170,,2.5677E-06,Barbara Mikulski,
Missouri|2016,2016,Missouri,MO,FALSE,Roy Blunt,republican,FALSE,1378458,2802641,W,0.491842516,Roy Blunt,Incumbent
Missouri|2016,2016,Missouri,MO,FALSE,Jason Kander,democrat,FALSE,1300200,2802641,,0.463919567,Roy Blunt,
Missouri|2016,2016,Missouri,MO,FALSE,Jonathan Dine,libertarian,FALSE,67738,2802641,,0.024169346,Roy Blunt,
Missouri|2016,2016,Missouri,MO,FALSE,Johnathan McFarland,green,FALSE,30743,2802641,,0.010969296,Roy Blunt,
Missouri|2016,2016,Missouri,MO,FALSE,Fred Ryman,constitution,FALSE,25407,2802641,,0.009065378,Roy Blunt,
Missouri|2016,2016,Missouri,MO,FALSE,NA,NA,TRUE,53,2802641,,1.89107E-05,Roy Blunt,
Missouri|2016,2016,Missouri,MO,FALSE,NA,NA,TRUE,21,2802641,,7.49293E-06,Roy Blunt,
Missouri|2016,2016,Missouri,MO,FALSE,NA,NA,TRUE,12,2802641,,4.28168E-06,Roy Blunt,
Missouri|2016,2016,Missouri,MO,FALSE,NA,NA,TRUE,4,2802641,,1.42723E-06,Roy Blunt,
Missouri|2016,2016,Missouri,MO,FALSE,NA,NA,TRUE,4,2802641,,1.42723E-06,Roy Blunt,
Missouri|2016,2016,Missouri,MO,FALSE,Steven Wallace,,TRUE,1,2802641,,3.56806E-07,Roy Blunt,
Nevada|2016,2016,Nevada,NV,FALSE,Catherine Cortez Masto,democrat,FALSE,521994,1108294,W,0.470988745,Harry Reid,
Nevada|2016,2016,Nevada,NV,FALSE,Joseph J. Heck,republican,FALSE,495079,1108294,,0.446703672,Harry Reid,
Nevada|2016,2016,Nevada,NV,FALSE,none of the above,,FALSE,42257,1108294,,0.03812797,Harry Reid,
Nevada|2016,2016,Nevada,NV,FALSE,Tom Jones,independent american,FALSE,17128,1108294,,0.015454383,Harry Reid,
Nevada|2016,2016,Nevada,NV,FALSE,"Thomas \Tom\"" Sawyer""",none,FALSE,14208,1108294,,0.012819703,Harry Reid,
Nevada|2016,2016,Nevada,NV,FALSE,Tony Gumina,none,FALSE,10740,1108294,,0.009690569,Harry Reid,
Nevada|2016,2016,Nevada,NV,FALSE,Jarrod M. Williams,none,FALSE,6888,1108294,,0.006214957,Harry Reid,
New Hampshire|2016,2016,New Hampshire,NH,FALSE,Maggie Hassan,democrat,FALSE,354649,739140,W,0.479813026,Kelly Ayotte,
New Hampshire|2016,2016,New Hampshire,NH,FALSE,Kelly Ayotte,republican,FALSE,353632,739140,,0.478437103,Kelly Ayotte,Incumbent
New Hampshire|2016,2016,New Hampshire,NH,FALSE,Aaron Day,independent,FALSE,17742,739140,,0.024003572,Kelly Ayotte,
New Hampshire|2016,2016,New Hampshire,NH,FALSE,Brian Chabot,libertarian,FALSE,12597,739140,,0.017042779,Kelly Ayotte,
New Hampshire|2016,2016,New Hampshire,NH,FALSE,scatter,,FALSE,520,739140,,0.00070352,Kelly Ayotte,
New York|2016,2016,New York,NY,FALSE,Charles E. Schumer,democrat,FALSE,4784220,7800725,W,0.613304533,Charles E. Schumer,Incumbent
New York|2016,2016,New York,NY,FALSE,Wendy Long,republican,FALSE,1723927,7800725,,0.220995741,Charles E. Schumer,
New York|2016,2016,New York,NY,FALSE,Blank Vote,,FALSE,400943,7800725,,0.051398171,Charles E. Schumer,
New York|2016,2016,New York,NY,FALSE,Wendy Long,conservative,FALSE,267613,7800725,,0.03430617,Charles E. Schumer,
New York|2016,2016,New York,NY,FALSE,Charles E. Schumer,working families,FALSE,241672,7800725,,0.03098071,Charles E. Schumer,Incumbent
New York|2016,2016,New York,NY,FALSE,Charles E. Schumer,independence,FALSE,150655,7800725,,0.019312948,Charles E. Schumer,Incumbent
New York|2016,2016,New York,NY,FALSE,Robin Laverne Wilson,green,FALSE,113413,7800725,,0.014538777,Charles E. Schumer,
New York|2016,2016,New York,NY,FALSE,Alex Merced,libertarian,FALSE,48121,7800725,,0.006168786,Charles E. Schumer,
New York|2016,2016,New York,NY,FALSE,Charles E. Schumer,women's equality,FALSE,45402,7800725,,0.005820228,Charles E. Schumer,Incumbent
New York|2016,2016,New York,NY,FALSE,Wendy Long,reform,FALSE,17813,7800725,,0.002283506,Charles E. Schumer,
New York|2016,2016,New York,NY,FALSE,Void Vote,,FALSE,3474,7800725,,0.000445343,Charles E. Schumer,
New York|2016,2016,New York,NY,FALSE,scatter,,FALSE,3472,7800725,,0.000445087,Charles E. Schumer,
North Carolina|2016,2016,North Carolina,NC,FALSE,Richard Burr,republican,FALSE,2395376,4691133,W,0.510617797,Richard Burr,Incumbent
North Carolina|2016,2016,North Carolina,NC,FALSE,Deborah K. Ross,democrat,FALSE,2128165,4691133,,0.453656931,Richard Burr,
North Carolina|2016,2016,North Carolina,NC,FALSE,Sean Haugh,libertarian,FALSE,167592,4691133,,0.035725271,Richard Burr,
North Dakota|2016,2016,North Dakota,ND,FALSE,John Hoeven,republican,FALSE,268788,342501,W,0.78478019,John Hoeven,Incumbent
North Dakota|2016,2016,North Dakota,ND,FALSE,Eliot Glassheim,democrat,FALSE,58116,342501,,0.169681256,John Hoeven,
North Dakota|2016,2016,North Dakota,ND,FALSE,Robert N. Marquette,libertarian,FALSE,10556,342501,,0.030820348,John Hoeven,
North Dakota|2016,2016,North Dakota,ND,FALSE,James Germalic,independent,FALSE,4675,342501,,0.013649595,John Hoeven,
North Dakota|2016,2016,North Dakota,ND,FALSE,NA,NA,TRUE,366,342501,,0.00106861,John Hoeven,
Ohio|2016,2016,Ohio,OH,FALSE,Rob Portman,republican,FALSE,3118567,5374164,W,0.580288767,Rob Portman,Incumbent
Ohio|2016,2016,Ohio,OH,FALSE,Ted Strickland,democrat,FALSE,1996908,5374164,,0.37157556,Rob Portman,
Ohio|2016,2016,Ohio,OH,FALSE,Tom Connors,none,FALSE,93041,5374164,,0.017312646,Rob Portman,
Ohio|2016,2016,Ohio,OH,FALSE,Joseph R. DeMare,green,FALSE,88246,5374164,,0.016420414,Rob Portman,
Ohio|2016,2016,Ohio,OH,FALSE,Scott Rupert,none,FALSE,77291,5374164,,0.014381958,Rob Portman,
Ohio|2016,2016,Ohio,OH,FALSE,NA,NA,TRUE,111,5374164,,2.06544E-05,Rob Portman,
Oklahoma|2016,2016,Oklahoma,OK,FALSE,James Lankford,republican,FALSE,980892,1448047,W,0.677389615,Thomas A. Coburn,
Oklahoma|2016,2016,Oklahoma,OK,FALSE,Mike Workman,democrat,FALSE,355911,1448047,,0.245786912,Thomas A. Coburn,
Oklahoma|2016,2016,Oklahoma,OK,FALSE,Robert T. Murphy,libertarian,FALSE,43421,1448047,,0.029985905,Thomas A. Coburn,
Oklahoma|2016,2016,Oklahoma,OK,FALSE,Sean Braddy,independent,FALSE,40405,1448047,,0.0279031,Thomas A. Coburn,
Oklahoma|2016,2016,Oklahoma,OK,FALSE,Mark T. Beard,independent,FALSE,27418,1448047,,0.018934468,Thomas A. Coburn,
Oregon|2016,2016,Oregon,OR,FALSE,Ron Wyden,democrat,FALSE,1105119,1952478,W,0.566008426,Ron Wyden,Incumbent
Oregon|2016,2016,Oregon,OR,FALSE,Mark Callahan,republican,FALSE,651106,1952478,,0.333476741,Ron Wyden,
Oregon|2016,2016,Oregon,OR,FALSE,Shanti S. Lewallen,working families,FALSE,61915,1952478,,0.031710985,Ron Wyden,
Oregon|2016,2016,Oregon,OR,FALSE,Steven C. Reynolds,independent,FALSE,59516,1952478,,0.03048229,Ron Wyden,
Oregon|2016,2016,Oregon,OR,FALSE,Eric Navickas,pacific green,FALSE,48823,1952478,,0.025005659,Ron Wyden,
Oregon|2016,2016,Oregon,OR,FALSE,Jim Lindsay,libertarian,FALSE,23941,1952478,,0.012261854,Ron Wyden,
Oregon|2016,2016,Oregon,OR,FALSE,Other,,FALSE,2058,1952478,,0.001054045,Ron Wyden,
Pennsylvania|2016,2016,Pennsylvania,PA,FALSE,Patrick J. Toomey,republican,FALSE,2951702,6051856,W,0.487735002,Pat Toomey,Incumbent
Pennsylvania|2016,2016,Pennsylvania,PA,FALSE,Katie McGinty,democrat,FALSE,2865012,6051856,,0.473410471,Pat Toomey,
Pennsylvania|2016,2016,Pennsylvania,PA,FALSE,Edward T. Clifford III,libertarian,FALSE,235142,6051856,,0.038854527,Pat Toomey,
South Carolina|2016,2016,South Carolina,SC,FALSE,Tim Scott,republican,FALSE,1241609,2049893,W,0.605694541,Jim DeMint,
South Carolina|2016,2016,South Carolina,SC,FALSE,Thomas Dixon,democrat,FALSE,704540,2049893,,0.343695988,Jim DeMint,
South Carolina|2016,2016,South Carolina,SC,FALSE,Thomas Dixon,working families,FALSE,37610,2049893,,0.018347299,Jim DeMint,
South Carolina|2016,2016,South Carolina,SC,FALSE,Bill Bledsoe,libertarian,FALSE,24830,2049893,,0.012112827,Jim DeMint,
South Carolina|2016,2016,South Carolina,SC,FALSE,Thomas Dixon,green,FALSE,14872,2049893,,0.007255013,Jim DeMint,
South Carolina|2016,2016,South Carolina,SC,FALSE,Bill Bledsoe,constitution,FALSE,12652,2049893,,0.006172029,Jim DeMint,
South Carolina|2016,2016,South Carolina,SC,FALSE,Rebel Michael Scarborough,american,FALSE,11923,2049893,,0.005816401,Jim DeMint,
South Carolina|2016,2016,South Carolina,SC,FALSE,NA,NA,TRUE,1857,2049893,,0.000905901,Jim DeMint,
South Dakota|2016,2016,South Dakota,SD,FALSE,John R. Thune,republican,FALSE,265516,369656,W,0.718278616,John Thune,Incumbent
South Dakota|2016,2016,South Dakota,SD,FALSE,Jay Williams,democrat,FALSE,104140,369656,,0.281721384,John Thune,
Utah|2016,2016,Utah,UT,FALSE,Mike Lee,republican,FALSE,760220,1115583,W,0.681455347,Mike Lee,Incumbent
Utah|2016,2016,Utah,UT,FALSE,Misty K. Snow,democrat,FALSE,301858,1115583,,0.270583184,Mike Lee,
Utah|2016,2016,Utah,UT,FALSE,Stoney Fonua,independent american,FALSE,27339,1115583,,0.024506469,Mike Lee,
Utah|2016,2016,Utah,UT,FALSE,Bill Barron,none,FALSE,26166,1115583,,0.023455001,Mike Lee,
Vermont|2016,2016,Vermont,VT,FALSE,Patrick J. Leahy,democrat,FALSE,192243,320467,W,0.599883919,Patrick J. Leahy,Incumbent
Vermont|2016,2016,Vermont,VT,FALSE,Scott Milne,republican,FALSE,103637,320467,,0.323393672,Patrick J. Leahy,
Vermont|2016,2016,Vermont,VT,FALSE,Cris Ericson,united states marijuana,FALSE,9156,320467,,0.028570804,Patrick J. Leahy,
Vermont|2016,2016,Vermont,VT,FALSE,Blank Vote,,FALSE,6192,320467,,0.019321802,Patrick J. Leahy,
Vermont|2016,2016,Vermont,VT,FALSE,Jerry Trudell,independent,FALSE,5223,320467,,0.01629809,Patrick J. Leahy,
Vermont|2016,2016,Vermont,VT,FALSE,Pete Diamondstone,liberty union,FALSE,3241,320467,,0.010113366,Patrick J. Leahy,
Vermont|2016,2016,Vermont,VT,FALSE,Void Vote,,FALSE,466,320467,,0.001454128,Patrick J. Leahy,
Vermont|2016,2016,Vermont,VT,FALSE,NA,NA,TRUE,309,320467,,0.000964218,Patrick J. Leahy,
Washington|2016,2016,Washington,WA,FALSE,Patty Murray,democrat,FALSE,1913979,3243317,W,0.590130104,Patty Murray,Incumbent
Washington|2016,2016,Washington,WA,FALSE,Chris Vance,republican,FALSE,1329338,3243317,,0.409869896,Patty Murray,
Wisconsin|2016,2016,Wisconsin,WI,FALSE,Ron Johnson,republican,FALSE,1479471,2948741,W,0.501729721,Ron Johnson,Incumbent
Wisconsin|2016,2016,Wisconsin,WI,FALSE,Russ Feingold,democrat,FALSE,1380335,2948741,,0.468109949,Ron Johnson,
Wisconsin|2016,2016,Wisconsin,WI,FALSE,Philip N. Anderson,libertarian,FALSE,87531,2948741,,0.029684194,Ron Johnson,
Wisconsin|2016,2016,Wisconsin,WI,FALSE,scatter,,FALSE,1396,2948741,,0.000473422,Ron Johnson,
Wisconsin|2016,2016,Wisconsin,WI,FALSE,NA,NA,TRUE,8,2948741,,2.71302E-06,Ron Johnson,
Arizona|2018,2018,Arizona,AZ,FALSE,Kyrsten Sinema,democrat,FALSE,1191100,2384308,W,0.499557943,Jeff Flake,
Arizona|2018,2018,Arizona,AZ,FALSE,Martha McSally,republican,FALSE,1135200,2384308,,0.476112985,Jeff Flake,
Arizona|2018,2018,Arizona,AZ,FALSE,Angela Green,green,FALSE,57442,2384308,,0.024091686,Jeff Flake,
Arizona|2018,2018,Arizona,AZ,FALSE,NA,NA,TRUE,566,2384308,,0.000237385,Jeff Flake,
California|2018,2018,California,CA,FALSE,Dianne Feinstein,democrat,FALSE,6019422,11113364,W,0.541638157,Dianne Feinstein,Incumbent
California|2018,2018,California,CA,FALSE,Kevin De Leon,democrat,FALSE,5093942,11113364,,0.458361843,Dianne Feinstein,
Connecticut|2018,2018,Connecticut,CT,FALSE,Christopher S Murphy,democrat,FALSE,787685,1386840,W,0.567971071,Christopher S. Murphy,Incumbent
Connecticut|2018,2018,Connecticut,CT,FALSE,Matthew Corey,republican,FALSE,545717,1386840,,0.393496726,Christopher S. Murphy,
Connecticut|2018,2018,Connecticut,CT,FALSE,Christopher S Murphy,working families,FALSE,37894,1386840,,0.027323988,Christopher S. Murphy,Incumbent
Connecticut|2018,2018,Connecticut,CT,FALSE,Richard Lion,libertarian,FALSE,8838,1386840,,0.006372761,Christopher S. Murphy,
Connecticut|2018,2018,Connecticut,CT,FALSE,Jeff Russell,green,FALSE,6618,1386840,,0.004772,Christopher S. Murphy,
Connecticut|2018,2018,Connecticut,CT,FALSE,NA,NA,TRUE,88,1386840,,6.34536E-05,Christopher S. Murphy,
Delaware|2018,2018,Delaware,DE,FALSE,Thomas R Carper,democrat,FALSE,217385,362592,W,0.599530602,Thomas R. Carper,Incumbent
Delaware|2018,2018,Delaware,DE,FALSE,Robert B Arlett,republican,FALSE,137127,362592,,0.378185398,Thomas R. Carper,
Delaware|2018,2018,Delaware,DE,FALSE,Demitri G Theodoropoulos,green,FALSE,4170,362592,,0.01150053,Thomas R. Carper,
Delaware|2018,2018,Delaware,DE,FALSE,Nadine M Frost,libertarian,FALSE,3910,362592,,0.01078347,Thomas R. Carper,
Florida|2018,2018,Florida,FL,FALSE,Rick Scott,republican,FALSE,4099505,8190005,W,0.500549755,Bill Nelson,
Florida|2018,2018,Florida,FL,FALSE,Bill Nelson,democrat,FALSE,4089472,8190005,,0.499324726,Bill Nelson,Incumbent
Florida|2018,2018,Florida,FL,FALSE,NA,NA,TRUE,1028,8190005,,0.000125519,Bill Nelson,
Hawaii|2018,2018,Hawaii,HI,FALSE,Mazie K. Hirono,democrat,FALSE,276316,388351,W,0.711510978,Mazie K. Hirono,Incumbent
Hawaii|2018,2018,Hawaii,HI,FALSE,Ron Curtis,republican,FALSE,112035,388351,,0.288489022,Mazie K. Hirono,
Indiana|2018,2018,Indiana,IN,FALSE,Mike Braun,republican,FALSE,1158000,2282565,W,0.507323997,Joe Donnelly,
Indiana|2018,2018,Indiana,IN,FALSE,Joe Donnelly,democrat,FALSE,1023553,2282565,,0.448422279,Joe Donnelly,Incumbent
Indiana|2018,2018,Indiana,IN,FALSE,Lucy M. Brenton,libertarian,FALSE,100942,2282565,,0.044223056,Joe Donnelly,
Indiana|2018,2018,Indiana,IN,FALSE,NA,NA,TRUE,70,2282565,,3.06673E-05,Joe Donnelly,
Maine|2018,2018,Maine,ME,FALSE,"Angus S. King, Jr.",independent,FALSE,344575,634409,W,0.543143303,Angus King,Incumbent
Maine|2018,2018,Maine,ME,FALSE,Eric L. Brakey,republican,FALSE,223502,634409,,0.352299542,Angus King,
Maine|2018,2018,Maine,ME,FALSE,Zak Ringelstein,democrat,FALSE,66268,634409,,0.104456273,Angus King,
Maine|2018,2018,Maine,ME,FALSE,Others,NA,FALSE,64,634409,,0.000100881,Angus King,
Maryland|2018,2018,Maryland,MD,FALSE,Ben Cardin,democrat,FALSE,1491614,2299889,W,0.648559126,Benjamin L. Cardin,Incumbent
Maryland|2018,2018,Maryland,MD,FALSE,Tony Campbell,republican,FALSE,697017,2299889,,0.303065496,Benjamin L. Cardin,
Maryland|2018,2018,Maryland,MD,FALSE,Neal Simon,unaffiliated,FALSE,85964,2299889,,0.037377456,Benjamin L. Cardin,
Maryland|2018,2018,Maryland,MD,FALSE,Arvin Vohra,libertarian,FALSE,22943,2299889,,0.009975699,Benjamin L. Cardin,
Maryland|2018,2018,Maryland,MD,FALSE,NA,NA,TRUE,2351,2299889,,0.001022223,Benjamin L. Cardin,
Massachusetts|2018,2018,Massachusetts,MA,FALSE,Elizabeth A. Warren,democrat,FALSE,1633371,2707090,W,0.603367823,Elizabeth A. Warren,Incumbent
Massachusetts|2018,2018,Massachusetts,MA,FALSE,Geoff Diehl,republican,FALSE,979210,2707090,,0.361720519,Elizabeth A. Warren,
Massachusetts|2018,2018,Massachusetts,MA,FALSE,Shiva Ayyadurai,unenrolled,FALSE,91710,2707090,,0.033877706,Elizabeth A. Warren,
Massachusetts|2018,2018,Massachusetts,MA,FALSE,Others,NA,FALSE,2799,2707090,,0.001033952,Elizabeth A. Warren,
Michigan|2018,2018,Michigan,MI,FALSE,Debbie Stabenow,democrat,FALSE,2214478,4237271,W,0.522618921,Debbie Stabenow,Incumbent
Michigan|2018,2018,Michigan,MI,FALSE,John James,republican,FALSE,1938818,4237271,,0.457562898,Debbie Stabenow,
Michigan|2018,2018,Michigan,MI,FALSE,Marcia Squier,green,FALSE,40204,4237271,,0.009488182,Debbie Stabenow,
Michigan|2018,2018,Michigan,MI,FALSE,George E. Huffman III,us taxpayers,FALSE,27251,4237271,,0.006431262,Debbie Stabenow,
Michigan|2018,2018,Michigan,MI,FALSE,John Howard Wilhelm,natural law,FALSE,16502,4237271,,0.003894488,Debbie Stabenow,
Michigan|2018,2018,Michigan,MI,FALSE,NA,NA,TRUE,18,4237271,,4.24802E-06,Debbie Stabenow,
Minnesota|2018,2018,Minnesota,MN,FALSE,Amy Klobuchar,democratic-farmer-labor,FALSE,1566174,5184235,W,0.302103203,Amy Klobuchar,Incumbent
Minnesota|2018,2018,Minnesota,MN,TRUE,Tina Smith,democratic-farmer-labor,FALSE,1370540,5184235,,0.264366874,Amy Klobuchar,
Minnesota|2018,2018,Minnesota,MN,TRUE,Karin Housley,republican,FALSE,1095777,5184235,,0.211367154,Amy Klobuchar,
Minnesota|2018,2018,Minnesota,MN,FALSE,Jim Newberger,republican,FALSE,940437,5184235,,0.181403235,Amy Klobuchar,
Minnesota|2018,2018,Minnesota,MN,TRUE,Sarah Wellington,legal marijuana now,FALSE,95614,5184235,,0.018443223,Amy Klobuchar,
Minnesota|2018,2018,Minnesota,MN,FALSE,Dennis Schuller,legal marijuana now,FALSE,66236,5184235,,0.012776427,Amy Klobuchar,
Minnesota|2018,2018,Minnesota,MN,TRUE,Jerry Trooien,unaffiliated,FALSE,24324,5184235,,0.004691917,Amy Klobuchar,
Minnesota|2018,2018,Minnesota,MN,FALSE,Paula M Overby,minnesota green,FALSE,23101,5184235,,0.004456009,Amy Klobuchar,
Minnesota|2018,2018,Minnesota,MN,TRUE,NA,NA,TRUE,1101,5184235,,0.000212375,Amy Klobuchar,
Minnesota|2018,2018,Minnesota,MN,FALSE,NA,NA,TRUE,931,5184235,,0.000179583,Amy Klobuchar,
Mississippi|2018,2018,Mississippi,MS,FALSE,Roger F. Wicker,republican,FALSE,547619,1843803,W,0.297005157,Roger F. Wicker,Incumbent
Mississippi|2018,2018,Mississippi,MS,TRUE,Cindy Hyde-Smith,republican,FALSE,486769,1843803,,0.264002716,Roger F. Wicker,
Mississippi|2018,2018,Mississippi,MS,TRUE,Mike Espy,democrat,FALSE,420819,1843803,,0.228234253,Roger F. Wicker,
Mississippi|2018,2018,Mississippi,MS,FALSE,David Baria,democrat,FALSE,369567,1843803,,0.200437357,Roger F. Wicker,
Mississippi|2018,2018,Mississippi,MS,FALSE,Danny Bedwell,libertarian,FALSE,12981,1843803,,0.00704034,Roger F. Wicker,
Mississippi|2018,2018,Mississippi,MS,FALSE,Shawn O'Hara,reform,FALSE,6048,1843803,,0.003280177,Roger F. Wicker,
Missouri|2018,2018,Missouri,MO,FALSE,Josh Hawley,republican,FALSE,1254927,2442289,W,0.513832311,Claire McCaskill,
Missouri|2018,2018,Missouri,MO,FALSE,Claire McCaskill,democrat,FALSE,1112935,2442289,,0.455693409,Claire McCaskill,Incumbent
Missouri|2018,2018,Missouri,MO,FALSE,Craig O'Dear,independent,FALSE,34398,2442289,,0.014084328,Claire McCaskill,
Missouri|2018,2018,Missouri,MO,FALSE,Japheth Campbell,libertarian,FALSE,27316,2442289,,0.01118459,Claire McCaskill,
Missouri|2018,2018,Missouri,MO,FALSE,Jo Crain,green,FALSE,12706,2442289,,0.005202497,Claire McCaskill,
Missouri|2018,2018,Missouri,MO,FALSE,NA,NA,TRUE,7,2442289,,2.86616E-06,Claire McCaskill,
Montana|2018,2018,Montana,MT,FALSE,Jon Tester,democrat,FALSE,253876,504384,W,0.503338726,Jon Tester,Incumbent
Montana|2018,2018,Montana,MT,FALSE,Matt Rosendale,republican,FALSE,235963,504384,,0.467824118,Jon Tester,
Montana|2018,2018,Montana,MT,FALSE,Rick Breckenridge,libertarian,FALSE,14545,504384,,0.028837156,Jon Tester,
